priority_tier,status,check_in,check_out,segment_type,nights,lead_time_days,lead_time_status,our_base_nightly,our_cleaning_fee,our_total_price,our_effective_nightly,our_percentile_rank,target_percentile,comp_p50_eff,comp_p75_eff,comp_p80_eff,comp_target_eff,price_diff_percent,recommended_base_nightly,base_diff,action_summary,hist_sample_count,hist_min_rate,hist_max_rate,hist_median_rate,hist_flag
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-03-11,2027-03-14,weekend,3,169,PRE_WINDOW,1492.0,500.0,4976.0,1658.67,53.1,65.0,1943.67,2776.67,3140.8,2378.06,-14.5,1773.0,281.0,↑ Increase $1492 → $1773,25,861.09,1729.98,1368.0,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-03-14,2027-03-17,midweek,3,172,PRE_WINDOW,1001.0,500.0,3503.0,1167.67,29.5,47.3,1728.0,2592.67,2893.0,1715.26,-18.2,1261.0,260.0,↑ Increase $1001 → $1261,12,574.06,1153.32,1017.27,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-03-21,2027-03-25,midweek,4,179,PRE_WINDOW,1099.0,500.0,4896.0,1224.0,44.3,47.3,1573.75,2173.25,2461.5,1519.88,-1.3,1099.0,0.0,,4,515.65,1251.67,758.04,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-03-25,2027-03-28,weekend,3,183,PRE_WINDOW,1564.0,500.0,5192.0,1730.67,60.0,80.0,1868.33,2684.33,2915.67,2915.67,-27.2,2211.0,647.0,↑ Increase $1564 → $2211,9,773.47,1877.5,1137.82,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-03-28,2027-04-01,midweek,4,186,PRE_WINDOW,1025.5,500.0,4602.0,1150.5,47.7,49.3,1405.5,2208.25,2350.7,1404.49,-3.9,1025.5,0.0,,4,515.65,1251.67,758.04,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-04-01,2027-04-04,weekend,3,190,PRE_WINDOW,1554.0,500.0,5162.0,1720.67,47.8,80.0,1691.66,2831.25,2903.67,2903.67,-42.5,2499.0,945.0,↑ Increase $1554 → $2499,13,577.55,1729.98,1006.47,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-04-04,2027-04-08,midweek,4,193,PRE_WINDOW,749.0,500.0,3496.0,874.0,49.3,49.3,1081.5,1891.88,2101.75,1070.23,-0.3,749.0,0.0,,8,515.65,1251.67,934.87,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-04-08,2027-04-11,weekend,3,197,PRE_WINDOW,1554.0,500.0,5162.0,1720.67,50.9,80.0,1633.33,2574.0,2755.27,2755.27,-39.4,2499.0,945.0,↑ Increase $1554 → $2499,13,577.55,1729.98,1006.47,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-04-11,2027-04-15,midweek,4,200,PRE_WINDOW,749.0,500.0,3496.0,874.0,57.9,49.3,970.25,1573.0,1694.5,967.46,10.2,668.0,-81.0,↓ Reduce $749 → $668,8,515.65,1251.67,934.87,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-04-15,2027-04-18,weekend,3,204,PRE_WINDOW,1554.0,500.0,5162.0,1720.67,63.6,80.0,1347.67,2122.67,2343.4,2343.4,-28.8,2249.0,695.0,↑ Increase $1554 → $2249,13,577.55,1729.98,1006.47,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-04-18,2027-04-22,midweek,4,207,PRE_WINDOW,749.0,500.0,3496.0,874.0,63.0,49.3,903.0,1322.0,1519.95,902.75,18.1,615.0,-134.0,↓ Reduce $749 → $615,8,515.65,1251.67,934.87,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-04-22,2027-04-25,weekend,3,211,PRE_WINDOW,1554.0,500.0,5162.0,1720.67,58.5,80.0,1377.67,2114.67,2375.07,2375.07,-29.7,2281.0,727.0,↑ Increase $1554 → $2281,13,577.55,1729.98,1006.47,Aligned With Track Record
URGENT_ACTION,OVERPRICED,2027-04-25,2027-04-29,midweek,4,214,PRE_WINDOW,749.0,500.0,3496.0,874.0,65.8,49.3,845.25,1255.0,1319.05,840.97,26.8,564.0,-185.0,↓ Reduce $749 → $564,8,515.65,1251.67,934.87,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-04-29,2027-05-02,weekend,3,218,PRE_WINDOW,1464.67,500.0,4894.0,1631.33,58.6,80.0,1300.5,2115.25,2310.93,2310.93,-31.4,2210.0,745.0,↑ Increase $1465 → $2210,13,577.55,1729.98,1006.47,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-05-02,2027-05-06,midweek,4,221,PRE_WINDOW,595.0,500.0,2880.0,720.0,53.2,49.3,848.5,1317.62,1370.5,847.68,3.3,595.0,0.0,,9,329.7,1148.63,562.66,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-05-06,2027-05-09,weekend,3,225,PRE_WINDOW,1286.0,500.0,4358.0,1452.67,62.1,80.0,1220.17,1869.66,1950.8,1950.8,-27.2,1829.0,543.0,↑ Increase $1286 → $1829,18,466.81,1450.87,846.27,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-05-09,2027-05-13,midweek,4,228,PRE_WINDOW,595.0,500.0,2880.0,720.0,42.5,49.3,920.88,1288.56,1372.15,916.36,-4.5,629.0,34.0,,9,329.7,1148.63,562.66,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-05-13,2027-05-16,weekend,3,232,PRE_WINDOW,1286.0,500.0,4358.0,1452.67,66.1,80.0,1187.0,1909.16,1991.4,1991.4,-28.7,1870.0,584.0,↑ Increase $1286 → $1870,18,466.81,1450.87,846.27,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-05-16,2027-05-20,midweek,4,235,PRE_WINDOW,595.0,500.0,2880.0,720.0,53.1,49.3,848.0,1232.75,1355.5,841.14,4.1,595.0,0.0,,9,329.7,1148.63,562.66,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-05-20,2027-05-23,weekend,3,239,PRE_WINDOW,1286.0,500.0,4358.0,1452.67,62.9,80.0,1176.34,1927.84,1972.93,1972.93,-28.0,1851.0,565.0,↑ Increase $1286 → $1851,18,466.81,1450.87,846.27,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-05-23,2027-05-27,midweek,4,242,PRE_WINDOW,595.0,500.0,2880.0,720.0,49.3,49.3,887.75,1284.88,1380.6,876.22,-0.1,595.0,0.0,,9,329.7,1148.63,562.66,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-05-27,2027-05-30,weekend,3,246,PRE_WINDOW,1286.0,500.0,4358.0,1452.67,60.3,80.0,1227.17,1757.09,1878.13,1878.13,-24.4,1754.0,468.0,↑ Increase $1286 → $1754,18,466.81,1450.87,846.27,Aligned With Track Record
URGENT_ACTION,OVERPRICED,2027-05-30,2027-06-03,midweek,4,249,PRE_WINDOW,901.5,500.0,4106.0,1026.5,71.0,49.3,812.0,1169.5,1288.8,799.27,40.3,699.0,-202.0,↓ Reduce $902 → $699,2,438.65,567.13,438.65,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-06-03,2027-06-06,weekend,3,253,PRE_WINDOW,1009.0,500.0,3527.0,1175.67,65.5,80.0,845.67,1420.17,1535.07,1535.07,-18.6,1278.0,269.0,↑ Increase $1009 → $1278,12,428.89,1241.9,588.62,Aligned With Track Record
URGENT_ACTION,OVERPRICED,2027-06-06,2027-06-10,midweek,4,256,PRE_WINDOW,517.0,500.0,2568.0,642.0,64.4,49.3,658.5,1101.0,1159.15,658.12,32.0,361.0,-156.0,↓ Reduce $517 → $361,9,308.31,564.18,390.39,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-06-10,2027-06-13,weekend,3,260,PRE_WINDOW,1009.0,500.0,3527.0,1175.67,62.3,80.0,1003.0,1519.67,1665.47,1665.47,-25.0,1401.0,392.0,↑ Increase $1009 → $1401,12,428.89,1241.9,588.62,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-06-13,2027-06-17,midweek,4,263,PRE_WINDOW,517.0,500.0,2568.0,642.0,40.3,49.3,735.75,1070.75,1149.2,731.36,-12.2,606.0,89.0,↑ Increase $517 → $606,9,308.31,564.18,390.39,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-06-17,2027-06-20,weekend,3,267,PRE_WINDOW,1009.0,500.0,3527.0,1175.67,60.4,80.0,971.16,1659.0,1856.47,1856.47,-32.7,1580.0,571.0,↑ Increase $1009 → $1580,12,428.89,1241.9,588.62,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-06-20,2027-06-24,midweek,4,270,PRE_WINDOW,517.0,500.0,2568.0,642.0,57.6,49.3,785.38,1109.38,1218.25,784.81,10.7,455.0,-62.0,↓ Reduce $517 → $455,9,308.31,564.18,390.39,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-06-24,2027-06-27,weekend,3,274,PRE_WINDOW,1009.0,500.0,3527.0,1175.67,58.1,80.0,985.0,1686.33,1781.87,1781.87,-34.0,1615.0,606.0,↑ Increase $1009 → $1615,12,428.89,1241.9,588.62,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-06-27,2027-07-01,midweek,4,277,PRE_WINDOW,517.0,500.0,2568.0,642.0,58.2,49.3,732.25,1124.25,1201.8,727.05,19.5,412.0,-105.0,↓ Reduce $517 → $412,9,308.31,564.18,390.39,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-07-01,2027-07-04,weekend,3,281,PRE_WINDOW,851.0,500.0,3053.0,1017.67,66.0,80.0,965.33,1419.75,1516.27,1516.27,-18.3,1079.0,228.0,↑ Increase $851 → $1079,14,350.42,874.8,595.9,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-07-04,2027-07-08,midweek,4,284,PRE_WINDOW,504.0,500.0,2516.0,629.0,30.9,49.3,760.75,1144.75,1220.1,760.52,-17.3,636.0,132.0,↑ Increase $504 → $636,5,300.2,583.2,500.53,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-07-08,2027-07-11,weekend,3,288,PRE_WINDOW,851.0,500.0,3053.0,1017.67,64.8,80.0,884.34,1490.83,1614.13,1614.13,-23.3,1160.0,309.0,↑ Increase $851 → $1160,14,350.42,874.8,595.9,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-07-11,2027-07-15,midweek,4,291,PRE_WINDOW,504.0,500.0,2516.0,629.0,61.8,49.3,717.5,1115.19,1144.75,714.22,23.1,386.0,-118.0,↓ Reduce $504 → $386,5,300.2,583.2,500.53,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-07-15,2027-07-18,weekend,3,295,PRE_WINDOW,851.0,500.0,3053.0,1017.67,66.0,80.0,874.84,1463.0,1620.07,1620.07,-23.6,1165.0,314.0,↑ Increase $851 → $1165,14,350.42,874.8,595.9,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-07-18,2027-07-22,midweek,4,298,PRE_WINDOW,504.0,500.0,2516.0,629.0,62.1,49.3,755.12,1114.56,1149.25,750.92,17.1,412.0,-92.0,↓ Reduce $504 → $412,5,300.2,583.2,500.53,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-07-22,2027-07-25,weekend,3,302,PRE_WINDOW,851.0,500.0,3053.0,1017.67,66.7,80.0,870.0,1520.0,1684.67,1684.67,-26.5,1218.0,367.0,↑ Increase $851 → $1218,14,350.42,874.8,595.9,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-07-25,2027-07-29,midweek,4,305,PRE_WINDOW,504.0,500.0,2516.0,629.0,62.1,49.3,723.25,1054.69,1116.0,721.2,21.9,391.0,-113.0,↓ Reduce $504 → $391,5,300.2,583.2,500.53,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-07-29,2027-08-01,weekend,3,309,PRE_WINDOW,851.0,500.0,3053.0,1017.67,63.5,80.0,864.66,1598.75,1709.4,1709.4,-27.6,1238.0,387.0,↑ Increase $851 → $1238,14,350.42,874.8,595.9,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-08-01,2027-08-05,midweek,4,312,PRE_WINDOW,457.0,500.0,2328.0,582.0,59.1,49.3,759.12,1110.56,1149.0,758.56,12.6,392.0,-65.0,↓ Reduce $457 → $392,8,323.98,569.46,425.87,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-08-05,2027-08-08,weekend,3,316,PRE_WINDOW,869.0,500.0,3107.0,1035.67,64.0,80.0,865.5,1446.0,1681.06,1681.06,-25.0,1215.0,346.0,↑ Increase $869 → $1215,13,417.83,854.18,598.66,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-08-08,2027-08-12,midweek,4,319,PRE_WINDOW,457.0,500.0,2328.0,582.0,62.7,49.3,710.25,1090.88,1154.7,707.36,20.8,357.0,-100.0,↓ Reduce $457 → $357,8,323.98,569.46,425.87,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-08-12,2027-08-15,weekend,3,323,PRE_WINDOW,869.0,500.0,3107.0,1035.67,68.6,80.0,845.0,1363.84,1466.33,1466.33,-14.0,1038.0,169.0,↑ Increase $869 → $1038,13,417.83,854.18,598.66,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-08-15,2027-08-19,midweek,4,326,PRE_WINDOW,457.0,500.0,2328.0,582.0,67.2,49.3,703.25,1005.5,1055.95,698.86,22.3,351.0,-106.0,↓ Reduce $457 → $351,8,323.98,569.46,425.87,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-08-19,2027-08-22,weekend,3,330,PRE_WINDOW,869.0,500.0,3107.0,1035.67,67.3,80.0,847.67,1350.67,1611.53,1611.53,-21.8,1158.0,289.0,↑ Increase $869 → $1158,13,417.83,854.18,598.66,Aligned With Track Record
URGENT_ACTION,OVERPRICED,2027-08-22,2027-08-26,midweek,4,333,PRE_WINDOW,457.0,500.0,2328.0,582.0,67.2,49.3,683.0,1009.5,1125.15,682.19,25.3,340.0,-117.0,↓ Reduce $457 → $340,8,323.98,569.46,425.87,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-08-26,2027-08-29,weekend,3,337,PRE_WINDOW,869.0,500.0,3107.0,1035.67,66.0,80.0,851.67,1570.0,1660.87,1660.87,-24.1,1198.0,329.0,↑ Increase $869 → $1198,13,417.83,854.18,598.66,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-08-29,2027-09-02,midweek,4,340,PRE_WINDOW,492.5,500.0,2470.0,617.5,40.3,49.3,702.12,1043.31,1106.7,701.38,-12.0,576.0,84.0,↑ Increase $492 → $576,8,323.98,569.46,425.87,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-09-02,2027-09-05,weekend,3,344,PRE_WINDOW,599.0,500.0,2297.0,765.67,22.2,80.0,944.0,1547.67,1874.86,1874.86,-59.2,1708.0,1109.0,↑ Increase $599 → $1708,16,432.25,854.18,612.92,+154% vs Track Record
INFORMATIONAL,ON TARGET,2027-09-05,2027-09-09,midweek,4,347,PRE_WINDOW,599.0,500.0,2896.0,724.0,44.3,49.3,789.62,1183.12,1273.5,776.7,-6.8,652.0,53.0,,6,323.98,569.46,400.58,+64% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-09-09,2027-09-12,weekend,3,351,PRE_WINDOW,599.0,500.0,2297.0,765.67,26.5,80.0,936.33,1627.33,1815.8,1815.8,-57.8,1649.0,1050.0,↑ Increase $599 → $1649,15,485.98,804.38,629.5,+129% vs Track Record
INFORMATIONAL,ON TARGET,2027-09-12,2027-09-16,midweek,4,354,PRE_WINDOW,599.0,500.0,2896.0,724.0,53.2,49.3,709.5,1074.81,1122.35,704.38,2.8,599.0,0.0,,5,323.98,554.31,426.91,+40% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-09-16,2027-09-19,weekend,3,358,PRE_WINDOW,599.0,500.0,2297.0,765.67,26.1,80.0,983.34,1692.59,1807.67,1807.67,-57.6,1641.0,1042.0,↑ Increase $599 → $1641,14,512.63,831.47,634.93,+137% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-09-19,2027-09-23,midweek,4,361,PRE_WINDOW,599.0,500.0,2896.0,724.0,58.3,49.3,655.5,907.94,973.8,655.5,10.5,530.0,-69.0,↓ Reduce $599 → $530,8,346.67,554.31,416.42,+44% vs Track Record
