priority_tier,status,check_in,check_out,segment_type,nights,lead_time_days,lead_time_status,our_base_nightly,our_cleaning_fee,our_total_price,our_effective_nightly,our_percentile_rank,target_percentile,comp_p50_eff,comp_p75_eff,comp_p80_eff,comp_target_eff,price_diff_percent,recommended_base_nightly,base_diff,action_summary,hist_sample_count,hist_min_rate,hist_max_rate,hist_median_rate,hist_flag
URGENT_ACTION,OVERPRICED,2026-09-24,2026-09-27,weekend,3,1,LAST_MINUTE,549.0,500.0,2147.0,715.67,68.4,50.0,633.0,832.34,850.6,633.0,26.6,450.0,-99.0,↓ Reduce $549 → $450 • High compression,13,512.63,831.47,647.69,Aligned With Track Record
URGENT_ACTION,OVERPRICED,2026-09-27,2026-09-30,midweek,3,4,LAST_MINUTE,351.0,500.0,1553.0,517.67,68.9,30.0,519.67,746.33,838.93,461.27,55.8,300.0,-51.0,↓ Reduce $351 → $300,6,346.67,554.31,416.42,Aligned With Track Record
URGENT_ACTION,OVERPRICED,2026-10-11,2026-10-14,midweek,3,18,LAST_MINUTE,595.67,500.0,2287.0,762.33,92.3,30.0,599.67,716.16,730.27,543.8,49.0,499.0,-97.0,↓ Reduce $596 → $499,1,433.09,433.09,433.09,Aligned With Track Record
URGENT_ACTION,OVERPRICED,2026-10-26,2026-10-29,midweek,3,33,LAST_MINUTE,399.0,500.0,1697.0,565.67,54.5,30.0,599.79,908.34,999.33,495.0,31.9,300.0,-99.0,↓ Reduce $399 → $300,14,332.91,532.48,452.33,Aligned With Track Record
INFORMATIONAL,ON TARGET,2026-10-29,2026-11-01,weekend,3,36,LAST_MINUTE,694.0,500.0,2582.0,860.67,57.1,60.7,823.0,1132.42,1159.67,983.98,-9.7,787.0,93.0,,17,520.01,1485.0,674.19,Aligned With Track Record
URGENT_ACTION,OVERPRICED,2026-11-08,2026-11-11,midweek,3,46,LAST_MINUTE,424.0,500.0,1772.0,590.67,53.2,30.0,700.33,1030.16,1089.26,605.8,25.5,304.0,-120.0,↓ Reduce $424 → $304,17,364.79,968.75,489.0,Aligned With Track Record
URGENT_ACTION,OVERPRICED,2026-11-15,2026-11-19,midweek,4,53,LAST_MINUTE,424.0,500.0,2196.0,549.0,59.7,30.0,643.5,847.56,890.8,543.02,31.5,300.0,-124.0,↓ Reduce $424 → $300,17,364.79,968.75,489.0,Aligned With Track Record
URGENT_ACTION,OVERPRICED,2026-11-29,2026-12-03,midweek,4,67,NORMAL_WINDOW,721.5,500.0,3386.0,846.5,77.3,30.0,701.0,1004.94,1087.5,560.12,90.9,499.0,-222.0,↓ Reduce $722 → $499,1,626.65,626.65,626.65,Aligned With Track Record
INFORMATIONAL,ON TARGET,2026-12-03,2026-12-06,weekend,3,71,NORMAL_WINDOW,714.0,500.0,2642.0,880.67,58.1,60.7,967.0,1290.66,1374.07,1116.5,-4.3,754.0,40.0,,6,529.55,908.12,622.81,Aligned With Track Record
URGENT_ACTION,OVERPRICED,2026-12-06,2026-12-10,midweek,4,74,NORMAL_WINDOW,494.0,500.0,2476.0,619.0,45.8,30.0,869.88,1170.56,1248.3,657.52,25.4,369.0,-125.0,↓ Reduce $494 → $369,7,353.04,887.7,423.76,Aligned With Track Record
URGENT_ACTION,OVERPRICED,2026-12-27,2026-12-31,midweek,4,95,NORMAL_WINDOW,1060.0,500.0,4740.0,1185.0,65.2,47.3,1049.0,1826.5,1909.15,1015.88,42.9,704.0,-356.0,↓ Reduce $1060 → $704,3,872.29,1573.98,887.7,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-01-04,2027-01-07,midweek,3,103,NORMAL_WINDOW,578.0,500.0,2234.0,744.67,48.0,47.3,908.0,1301.16,1402.6,886.04,1.6,578.0,0.0,,10,313.3,699.45,477.92,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-01-07,2027-01-10,weekend,3,106,NORMAL_WINDOW,964.0,500.0,3392.0,1130.67,65.7,65.0,1062.33,1784.0,1861.13,1349.5,2.1,964.0,0.0,,9,649.63,932.73,834.16,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-01-10,2027-01-14,midweek,4,109,NORMAL_WINDOW,578.0,500.0,2812.0,703.0,51.9,47.3,826.0,1313.0,1367.05,803.75,6.3,536.0,-42.0,,10,313.3,699.45,477.92,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-01-19,2027-01-21,midweek,2,118,NORMAL_WINDOW,578.0,500.0,1656.0,828.0,50.0,47.3,828.0,1196.0,1266.9,819.25,1.1,578.0,0.0,,10,313.3,699.45,477.92,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-01-21,2027-01-24,weekend,3,120,NORMAL_WINDOW,964.0,500.0,3392.0,1130.67,58.8,65.0,1254.33,1659.0,1840.33,1492.5,-7.6,1058.0,94.0,,9,649.63,932.73,834.16,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-01-24,2027-01-28,midweek,4,123,NORMAL_WINDOW,578.0,500.0,2812.0,703.0,34.3,47.3,1001.0,1399.62,1490.25,969.93,-11.9,673.0,95.0,↑ Increase $578 → $673,10,313.3,699.45,477.92,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-01-28,2027-01-31,weekend,3,127,NORMAL_WINDOW,964.0,500.0,3392.0,1130.67,61.2,65.0,1136.33,1831.67,1868.33,1506.2,-8.5,1069.0,105.0,,9,649.63,932.73,834.16,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-01-31,2027-02-04,midweek,4,130,NORMAL_WINDOW,750.5,500.0,3502.0,875.5,52.9,47.3,965.25,1436.31,1545.05,928.49,9.2,677.0,-74.0,,10,313.3,699.45,477.92,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-02-04,2027-02-07,weekend,3,134,NORMAL_WINDOW,1272.0,500.0,4316.0,1438.67,50.0,65.0,1568.0,2297.83,2408.13,1873.28,-17.5,1577.0,305.0,↑ Increase $1272 → $1577,19,524.88,2131.14,1005.5,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-02-07,2027-02-10,midweek,3,137,NORMAL_WINDOW,808.0,500.0,2924.0,974.67,26.7,47.3,1348.33,1727.0,2283.94,1323.1,-15.9,993.0,185.0,↑ Increase $808 → $993,11,500.85,1420.76,615.55,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-02-21,2027-02-25,midweek,4,151,NORMAL_WINDOW,808.0,500.0,3732.0,933.0,24.2,47.3,1379.62,1834.44,1937.35,1313.56,-18.8,1024.0,216.0,↑ Increase $808 → $1024,11,500.85,1420.76,615.55,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-03-01,2027-03-04,midweek,3,159,PRE_WINDOW,1001.0,500.0,3503.0,1167.67,67.3,47.3,1181.67,1618.16,1712.46,1176.69,19.3,812.0,-189.0,↓ Reduce $1001 → $812,12,574.06,1153.32,1017.27,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-03-04,2027-03-07,weekend,3,162,PRE_WINDOW,1492.0,500.0,4976.0,1658.67,58.3,65.0,1795.67,2594.08,2698.87,2238.68,-9.2,1660.0,168.0,,25,861.09,1729.98,1368.0,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-03-07,2027-03-11,midweek,4,165,PRE_WINDOW,1001.0,500.0,4504.0,1126.0,57.8,47.3,1202.0,1951.31,2190.9,1186.7,14.4,859.0,-142.0,↓ Reduce $1001 → $859,12,574.06,1153.32,1017.27,Aligned With Track Record
