priority_tier,status,check_in,check_out,segment_type,nights,lead_time_days,lead_time_status,our_base_nightly,our_cleaning_fee,our_total_price,our_effective_nightly,our_percentile_rank,target_percentile,comp_p50_eff,comp_p75_eff,comp_p80_eff,comp_target_eff,price_diff_percent,recommended_base_nightly,base_diff,action_summary,hist_sample_count,hist_min_rate,hist_max_rate,hist_median_rate,hist_flag
URGENT_ACTION,OVERPRICED,2026-09-13,2026-09-17,midweek,4,0,LAST_MINUTE,399.0,500.0,2096.0,524.0,75.0,31.5,420.75,606.0,652.3,387.76,62.9,249.0,-150.0,↓ Reduce $399 → $249,2,370.32,536.25,453.28,-45% vs Track Record
URGENT_ACTION,OVERPRICED,2026-09-21,2026-09-24,midweek,3,8,NORMAL_WINDOW,399.0,500.0,1697.0,565.67,69.1,31.5,498.33,740.33,796.2,426.77,58.7,249.0,-150.0,↓ Reduce $399 → $249,4,346.67,536.25,361.68,-31% vs Track Record
URGENT_ACTION,OVERPRICED,2026-09-24,2026-09-27,weekend,3,11,NORMAL_WINDOW,549.0,500.0,2147.0,715.67,70.8,45.0,619.0,844.17,922.73,595.17,34.6,365.0,-184.0,↓ Reduce $549 → $365,5,520.01,804.38,549.0,-29% vs Track Record
URGENT_ACTION,OVERPRICED,2026-09-27,2026-09-30,midweek,3,14,NORMAL_WINDOW,399.0,500.0,1697.0,565.67,61.4,31.5,557.5,878.33,1013.53,511.29,35.3,251.0,-148.0,↓ Reduce $399 → $251,4,346.67,536.25,361.68,-31% vs Track Record
URGENT_ACTION,OVERPRICED,2026-10-11,2026-10-14,midweek,3,28,NORMAL_WINDOW,532.33,500.0,2097.0,699.0,71.4,31.5,648.5,818.83,970.27,560.77,44.4,317.0,-215.0,↓ Reduce $532 → $317,5,332.91,406.01,353.04,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2026-10-26,2026-10-29,midweek,3,43,NORMAL_WINDOW,399.0,500.0,1697.0,565.67,50.7,38.5,636.67,1111.0,1171.8,585.83,11.4,341.0,-58.0,↓ Reduce $399 → $341,8,332.91,550.22,407.15,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2026-11-08,2026-11-11,midweek,3,56,NORMAL_WINDOW,490.0,500.0,1970.0,656.67,55.3,38.5,713.67,1037.5,1079.53,678.2,12.1,419.0,-71.0,↓ Reduce $490 → $419,7,364.79,625.69,522.98,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2026-11-15,2026-11-19,midweek,4,63,NORMAL_WINDOW,490.0,500.0,2460.0,615.0,60.7,45.5,664.5,952.5,1005.75,622.9,19.5,390.0,-100.0,↓ Reduce $490 → $390,6,364.79,625.69,465.63,Aligned With Track Record
URGENT_ACTION,OVERPRICED,2026-11-29,2026-12-03,midweek,4,77,NORMAL_WINDOW,751.5,500.0,3506.0,876.5,75.0,45.5,678.25,1047.0,1135.6,650.49,64.4,408.0,-344.0,↓ Reduce $752 → $408,2,353.04,625.69,489.37,Aligned With Track Record
INFORMATIONAL,ON TARGET,2026-12-03,2026-12-06,weekend,3,81,NORMAL_WINDOW,714.0,500.0,2642.0,880.67,63.0,65.0,939.83,1211.59,1233.33,1127.91,-5.3,763.0,49.0,,3,529.55,938.53,631.22,Aligned With Track Record
