priority_tier,status,check_in,check_out,segment_type,nights,lead_time_days,lead_time_status,our_base_nightly,our_cleaning_fee,our_total_price,our_effective_nightly,our_percentile_rank,target_percentile,comp_p50_eff,comp_p75_eff,comp_p80_eff,comp_target_eff,price_diff_percent,recommended_base_nightly,base_diff,action_summary,hist_sample_count,hist_min_rate,hist_max_rate,hist_median_rate,hist_flag
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2026-12-06,2026-12-10,midweek,4,84,NORMAL_WINDOW,554.0,500.0,2716.0,679.0,54.9,45.5,732.25,1141.75,1180.25,709.06,16.3,459.0,-95.0,↓ Reduce $554 → $459,4,353.04,625.69,535.49,Aligned With Track Record
URGENT_ACTION,OVERPRICED,2026-12-27,2026-12-31,midweek,4,105,NORMAL_WINDOW,1060.0,500.0,4740.0,1185.0,74.1,45.5,1121.0,1587.5,1888.6,1062.39,36.6,742.0,-318.0,↓ Reduce $1060 → $742,7,313.3,1573.98,577.76,+52% vs Track Record
INFORMATIONAL,ON TARGET,2027-01-04,2027-01-07,midweek,3,113,NORMAL_WINDOW,578.0,500.0,2234.0,744.67,48.5,45.5,922.5,1238.41,1342.8,826.05,9.0,517.0,-61.0,,7,313.3,1573.98,577.76,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-01-07,2027-01-10,weekend,3,116,NORMAL_WINDOW,964.0,500.0,3392.0,1130.67,67.7,65.0,1027.5,1668.25,1774.47,1245.75,10.6,855.0,-109.0,↓ Reduce $964 → $855,5,769.94,2360.96,866.69,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-01-10,2027-01-14,midweek,4,119,NORMAL_WINDOW,578.0,500.0,2812.0,703.0,50.7,45.5,843.25,1269.5,1333.2,755.0,13.2,496.0,-82.0,↓ Reduce $578 → $496,4,313.3,699.45,545.54,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-01-19,2027-01-21,midweek,2,128,NORMAL_WINDOW,578.0,500.0,1656.0,828.0,53.1,45.5,797.75,1014.0,1053.0,757.44,9.3,507.0,-71.0,,3,313.3,577.79,513.3,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-01-21,2027-01-24,weekend,3,130,NORMAL_WINDOW,964.0,500.0,3392.0,1130.67,62.0,65.0,1185.84,1669.92,1753.13,1441.9,-4.4,1016.0,52.0,,2,769.94,866.69,818.32,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-01-24,2027-01-28,midweek,4,133,PRE_WINDOW,578.0,500.0,2812.0,703.0,35.7,45.5,977.75,1395.88,1515.9,927.53,-7.9,638.0,60.0,,4,513.3,1420.76,611.05,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-01-28,2027-01-31,weekend,3,137,PRE_WINDOW,964.0,500.0,3392.0,1130.67,58.7,65.0,1169.84,1862.66,1967.33,1517.17,-9.2,1078.0,114.0,,5,769.94,2131.14,966.46,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-01-31,2027-02-04,midweek,4,140,PRE_WINDOW,706.25,500.0,3325.0,831.25,55.2,45.5,940.5,1522.88,1574.8,894.09,13.4,608.0,-98.0,↓ Reduce $706 → $608,4,586.79,1420.76,663.91,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-02-04,2027-02-07,weekend,3,144,NORMAL_WINDOW,1099.0,500.0,3797.0,1265.67,56.2,65.0,1371.0,2109.75,2245.8,1678.98,-8.0,1208.0,109.0,,9,751.28,2131.14,966.46,+28% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-02-07,2027-02-10,midweek,3,147,NORMAL_WINDOW,749.0,500.0,2747.0,915.67,33.3,45.5,1318.0,1799.5,2033.67,1245.83,-10.7,859.0,110.0,↑ Increase $749 → $859,7,500.85,1420.76,644.31,+54% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-02-21,2027-02-25,midweek,4,161,PRE_WINDOW,749.0,500.0,3496.0,874.0,21.4,45.5,1385.38,1783.94,1836.25,1275.4,-16.4,920.0,171.0,↑ Increase $749 → $920,7,500.85,1420.76,644.31,+62% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-02-25,2027-02-28,weekend,3,165,PRE_WINDOW,1099.0,500.0,3797.0,1265.67,45.5,65.0,1628.16,2269.75,2343.13,1933.98,-20.1,1417.0,318.0,↑ Increase $1099 → $1417,11,751.28,1556.97,1025.27,+44% vs Track Record
INFORMATIONAL,ON TARGET,2027-02-28,2027-03-04,midweek,4,168,PRE_WINDOW,925.25,500.0,4201.0,1050.25,52.3,45.5,1265.5,2136.25,2274.35,1212.84,5.9,866.0,-59.0,,6,500.85,1037.98,637.83,+46% vs Track Record
INFORMATIONAL,ON TARGET,2027-03-04,2027-03-07,weekend,3,172,PRE_WINDOW,1492.0,500.0,4976.0,1658.67,58.7,65.0,1731.84,2581.75,2767.33,2185.84,-7.0,1616.0,124.0,,11,751.28,1556.97,1268.08,+34% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-03-07,2027-03-11,midweek,4,175,PRE_WINDOW,984.0,500.0,4436.0,1109.0,56.9,45.5,1192.0,1937.81,2142.1,1154.63,17.6,818.0,-166.0,↓ Reduce $984 → $818,5,706.52,1037.98,1017.27,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-03-11,2027-03-14,weekend,3,179,PRE_WINDOW,1492.0,500.0,4976.0,1658.67,52.4,65.0,1924.0,2974.5,3126.53,2722.93,-25.3,2055.0,563.0,↑ Increase $1492 → $2055,12,1000.64,1556.97,1318.04,+38% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-03-14,2027-03-17,midweek,3,182,PRE_WINDOW,984.0,500.0,3452.0,1150.67,32.6,49.0,1736.66,2284.42,2555.67,1712.96,-18.1,1238.0,254.0,↑ Increase $984 → $1238,5,706.52,1037.98,1017.27,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-03-21,2027-03-25,midweek,4,189,PRE_WINDOW,1099.0,500.0,4896.0,1224.0,53.4,49.0,1447.88,2141.56,2410.45,1399.42,7.2,1017.0,-82.0,,8,706.52,1153.32,1023.67,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-03-25,2027-03-28,weekend,3,193,PRE_WINDOW,1564.0,500.0,5192.0,1730.67,60.0,70.0,1723.33,2692.33,2814.74,2575.27,-17.6,1933.0,369.0,↑ Increase $1564 → $1933,12,1036.96,1729.98,1385.15,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-03-28,2027-04-01,midweek,4,196,PRE_WINDOW,1012.75,500.0,4551.0,1137.75,47.5,49.0,1405.5,2341.0,2534.5,1404.3,-3.8,1058.0,45.0,,7,706.52,1153.32,951.06,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-04-01,2027-04-04,weekend,3,200,PRE_WINDOW,1199.0,500.0,4097.0,1365.67,51.1,70.0,1667.33,2713.34,2879.34,2454.73,-32.0,1842.0,643.0,↑ Increase $1199 → $1842,8,1036.96,1729.98,1329.88,+31% vs Track Record
INFORMATIONAL,ON TARGET,2027-04-04,2027-04-08,midweek,4,203,PRE_WINDOW,749.0,500.0,3496.0,874.0,50.0,49.0,1058.88,1892.56,2055.9,1047.67,1.8,734.0,-15.0,,6,517.64,1153.32,942.96,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-04-08,2027-04-11,weekend,3,207,PRE_WINDOW,1199.0,500.0,4097.0,1365.67,53.8,70.0,1492.16,2620.0,2695.13,2370.87,-29.6,1773.0,574.0,↑ Increase $1199 → $1773,5,776.45,1729.98,1402.3,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-04-11,2027-04-15,midweek,4,210,PRE_WINDOW,749.0,500.0,3496.0,874.0,59.7,49.0,926.0,1596.31,1700.7,917.85,16.2,627.0,-122.0,↓ Reduce $749 → $627,6,517.64,1153.32,846.71,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-04-15,2027-04-18,weekend,3,214,PRE_WINDOW,1199.0,500.0,4097.0,1365.67,67.3,70.0,1299.33,2021.33,2255.6,1945.33,-14.2,1425.0,226.0,↑ Increase $1199 → $1425,5,776.45,1402.3,1006.47,+47% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-04-18,2027-04-22,midweek,4,217,PRE_WINDOW,749.0,500.0,3496.0,874.0,61.8,49.0,894.5,1357.69,1548.75,893.54,19.4,607.0,-142.0,↓ Reduce $749 → $607,4,517.64,934.87,718.85,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-04-22,2027-04-25,weekend,3,221,PRE_WINDOW,1199.0,500.0,4097.0,1365.67,63.3,70.0,1292.0,2065.0,2222.27,1998.93,-16.5,1469.0,270.0,↑ Increase $1199 → $1469,5,776.45,1148.92,903.36,+64% vs Track Record
URGENT_ACTION,OVERPRICED,2027-04-25,2027-04-29,midweek,4,224,PRE_WINDOW,749.0,500.0,3496.0,874.0,67.2,49.0,793.75,1146.75,1323.25,792.43,34.6,524.0,-225.0,↓ Reduce $749 → $524,3,517.64,679.15,564.43,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-04-29,2027-05-02,weekend,3,228,PRE_WINDOW,1132.0,500.0,3896.0,1298.67,64.2,70.0,1187.0,1933.0,2029.2,1779.27,-10.8,1290.0,158.0,↑ Increase $1132 → $1290,6,776.45,1148.92,875.0,+44% vs Track Record
INFORMATIONAL,ON TARGET,2027-05-02,2027-05-06,midweek,4,231,PRE_WINDOW,595.0,500.0,2880.0,720.0,51.3,49.0,860.5,1182.31,1320.25,846.81,3.4,571.0,-24.0,,4,517.64,679.15,541.94,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-05-06,2027-05-09,weekend,3,235,PRE_WINDOW,998.0,500.0,3494.0,1164.67,66.7,70.0,1090.33,1823.33,1882.74,1701.13,-16.5,1228.0,230.0,↑ Increase $998 → $1228,9,779.18,1311.45,903.36,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-05-09,2027-05-13,midweek,4,238,PRE_WINDOW,595.0,500.0,2880.0,720.0,45.8,49.0,896.0,1161.88,1240.0,892.96,-2.0,609.0,14.0,,3,519.45,567.13,564.43,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-05-13,2027-05-16,weekend,3,242,PRE_WINDOW,998.0,500.0,3494.0,1164.67,68.5,70.0,1059.5,1863.0,1954.0,1483.84,-4.3,1050.0,52.0,,9,657.98,1311.45,846.65,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-05-16,2027-05-20,midweek,4,245,PRE_WINDOW,595.0,500.0,2880.0,720.0,56.0,49.0,809.25,1163.88,1320.95,805.18,8.7,537.0,-58.0,,4,438.65,567.13,541.94,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-05-20,2027-05-23,weekend,3,249,PRE_WINDOW,998.0,500.0,3494.0,1164.67,66.7,70.0,1112.0,1769.67,1873.47,1456.93,-2.5,1028.0,30.0,,8,466.81,1311.45,824.85,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-05-23,2027-05-27,midweek,4,252,PRE_WINDOW,595.0,500.0,2880.0,720.0,53.3,49.0,826.75,1177.62,1251.0,818.42,7.0,548.0,-47.0,,4,438.65,567.13,541.94,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-05-27,2027-05-30,weekend,3,256,PRE_WINDOW,998.0,500.0,3494.0,1164.67,65.4,70.0,1127.34,1651.33,1713.2,1496.5,-5.1,1060.0,62.0,,7,466.81,1311.45,803.05,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-05-30,2027-06-03,midweek,4,259,PRE_WINDOW,798.5,500.0,3694.0,923.5,62.5,49.0,762.5,1042.44,1150.95,749.14,23.3,624.0,-174.0,↓ Reduce $798 → $624,3,438.65,567.13,519.45,+28% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-06-03,2027-06-06,weekend,3,263,PRE_WINDOW,599.0,500.0,2297.0,765.67,41.2,70.0,833.0,1328.67,1466.33,1169.67,-34.5,1003.0,404.0,↑ Increase $599 → $1003,4,466.81,1311.45,754.34,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-06-06,2027-06-10,midweek,4,266,PRE_WINDOW,599.0,500.0,2896.0,724.0,59.4,49.0,669.25,1133.25,1168.0,651.23,11.2,526.0,-73.0,↓ Reduce $599 → $526,2,438.65,567.13,502.89,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-06-10,2027-06-13,weekend,3,270,PRE_WINDOW,599.0,500.0,2297.0,765.67,31.8,70.0,855.66,1450.33,1548.27,1274.8,-39.9,1108.0,509.0,↑ Increase $599 → $1108,4,466.81,1241.9,683.48,+42% vs Track Record
INFORMATIONAL,ON TARGET,2027-06-13,2027-06-17,midweek,4,273,PRE_WINDOW,599.0,500.0,2896.0,724.0,53.3,49.0,680.0,1081.25,1149.25,679.1,6.6,554.0,-45.0,,3,390.39,514.46,509.15,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-06-17,2027-06-20,weekend,3,277,PRE_WINDOW,599.0,500.0,2297.0,765.67,30.2,70.0,966.33,1589.17,1787.93,1356.8,-43.6,1190.0,591.0,↑ Increase $599 → $1190,4,564.65,1241.9,683.48,+64% vs Track Record
INFORMATIONAL,ON TARGET,2027-06-20,2027-06-24,midweek,4,280,PRE_WINDOW,599.0,500.0,2896.0,724.0,45.2,49.0,772.88,1127.81,1243.15,758.87,-4.6,634.0,35.0,,3,390.39,514.46,509.15,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-06-24,2027-06-27,weekend,3,284,PRE_WINDOW,599.0,500.0,2297.0,765.67,27.9,70.0,893.67,1478.67,1613.73,1270.6,-39.7,1104.0,505.0,↑ Increase $599 → $1104,5,564.65,1241.9,596.55,+80% vs Track Record
INFORMATIONAL,ON TARGET,2027-06-27,2027-07-01,midweek,4,287,PRE_WINDOW,599.0,500.0,2896.0,724.0,50.8,49.0,721.0,1142.75,1172.85,717.12,1.0,592.0,-7.0,,3,390.39,514.46,509.15,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-07-01,2027-07-04,weekend,3,291,PRE_WINDOW,599.0,500.0,2297.0,765.67,27.3,70.0,899.5,1425.66,1463.2,1160.37,-34.0,994.0,395.0,↑ Increase $599 → $994,6,564.65,1241.9,673.67,+36% vs Track Record
INFORMATIONAL,ON TARGET,2027-07-04,2027-07-08,midweek,4,294,PRE_WINDOW,599.0,500.0,2896.0,724.0,49.2,49.0,759.75,1113.0,1210.75,737.4,-1.8,612.0,13.0,,4,390.39,514.46,504.84,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-07-08,2027-07-11,weekend,3,298,PRE_WINDOW,599.0,500.0,2297.0,765.67,30.4,70.0,844.5,1250.34,1480.67,1174.67,-34.8,1008.0,409.0,↑ Increase $599 → $1008,6,564.65,1241.9,674.89,+26% vs Track Record
INFORMATIONAL,ON TARGET,2027-07-11,2027-07-15,midweek,4,301,PRE_WINDOW,599.0,500.0,2896.0,724.0,53.3,49.0,705.62,1045.19,1070.0,696.56,3.9,572.0,-27.0,,1,500.53,500.53,500.53,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-07-15,2027-07-18,weekend,3,305,PRE_WINDOW,599.0,500.0,2297.0,765.67,34.1,70.0,831.33,1148.67,1265.67,1009.0,-24.1,842.0,243.0,↑ Increase $599 → $842,5,595.26,750.79,599.0,+35% vs Track Record
INFORMATIONAL,ON TARGET,2027-07-18,2027-07-22,midweek,4,308,PRE_WINDOW,599.0,500.0,2896.0,724.0,50.8,49.0,721.0,1103.62,1136.75,718.83,0.7,594.0,-5.0,,1,500.53,500.53,500.53,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-07-22,2027-07-25,weekend,3,312,PRE_WINDOW,599.0,500.0,2297.0,765.67,30.4,70.0,850.16,1347.67,1567.33,1196.5,-36.0,1030.0,431.0,↑ Increase $599 → $1030,4,595.26,750.79,664.0,+46% vs Track Record
INFORMATIONAL,ON TARGET,2027-07-25,2027-07-29,midweek,4,315,PRE_WINDOW,599.0,500.0,2896.0,724.0,54.1,49.0,714.5,1043.25,1100.25,693.8,4.4,569.0,-30.0,,2,417.83,500.53,459.18,+30% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-07-29,2027-08-01,weekend,3,319,PRE_WINDOW,599.0,500.0,2297.0,765.67,34.0,70.0,854.67,1523.16,1673.73,1222.47,-37.4,1056.0,457.0,↑ Increase $599 → $1056,6,417.83,750.79,625.3,+67% vs Track Record
INFORMATIONAL,ON TARGET,2027-08-01,2027-08-05,midweek,4,322,PRE_WINDOW,599.0,500.0,2896.0,724.0,50.0,49.0,740.38,1118.38,1199.2,717.36,0.9,592.0,-7.0,,2,417.83,425.87,421.85,+42% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-08-05,2027-08-08,weekend,3,326,PRE_WINDOW,599.0,500.0,2297.0,765.67,34.8,70.0,840.0,1334.17,1453.0,1134.67,-32.5,968.0,369.0,↑ Increase $599 → $968,5,417.83,729.0,638.8,+28% vs Track Record
INFORMATIONAL,ON TARGET,2027-08-08,2027-08-12,midweek,4,329,PRE_WINDOW,599.0,500.0,2896.0,724.0,55.9,49.0,673.25,1002.75,1068.4,663.39,9.1,538.0,-61.0,,3,417.83,569.46,425.87,+32% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-08-12,2027-08-15,weekend,3,333,PRE_WINDOW,599.0,500.0,2297.0,765.67,34.1,70.0,835.66,1167.66,1304.47,1044.27,-26.7,878.0,279.0,↑ Increase $599 → $878,5,417.83,854.18,651.6,+27% vs Track Record
INFORMATIONAL,ON TARGET,2027-08-15,2027-08-19,midweek,4,336,PRE_WINDOW,599.0,500.0,2896.0,724.0,56.7,49.0,686.62,985.19,1085.35,675.55,7.2,551.0,-48.0,,3,417.83,569.46,425.87,+27% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-08-19,2027-08-22,weekend,3,340,PRE_WINDOW,599.0,500.0,2297.0,765.67,38.1,70.0,815.84,1033.5,1187.6,961.2,-20.3,795.0,196.0,↑ Increase $599 → $795,5,417.83,854.18,638.8,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-08-22,2027-08-26,midweek,4,343,PRE_WINDOW,599.0,500.0,2896.0,724.0,59.0,49.0,615.5,975.5,1043.25,611.0,18.5,486.0,-113.0,↓ Reduce $599 → $486,2,425.87,569.46,497.67,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-08-26,2027-08-29,weekend,3,347,PRE_WINDOW,599.0,500.0,2297.0,765.67,39.1,70.0,838.16,1445.92,1626.33,1211.5,-36.8,1045.0,446.0,↑ Increase $599 → $1045,5,564.85,854.18,638.8,+62% vs Track Record
INFORMATIONAL,ON TARGET,2027-08-29,2027-09-02,midweek,4,350,PRE_WINDOW,599.0,500.0,2896.0,724.0,57.6,49.0,665.5,920.0,1076.4,658.98,9.9,534.0,-65.0,,2,425.87,569.46,497.67,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-09-02,2027-09-05,weekend,3,354,PRE_WINDOW,599.0,500.0,2297.0,765.67,23.8,70.0,934.34,1406.0,1632.53,1333.97,-42.6,1167.0,568.0,↑ Increase $599 → $1167,4,549.0,854.18,580.6,+98% vs Track Record
INFORMATIONAL,ON TARGET,2027-09-05,2027-09-09,midweek,4,357,PRE_WINDOW,599.0,500.0,2896.0,724.0,50.0,49.0,729.88,967.81,1113.0,712.12,1.7,587.0,-12.0,,2,370.32,569.46,469.89,+32% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-09-09,2027-09-12,weekend,3,361,PRE_WINDOW,599.0,500.0,2297.0,765.67,27.5,70.0,889.84,1273.17,1519.26,1188.7,-35.6,1022.0,423.0,↑ Increase $599 → $1022,5,549.0,804.38,564.85,+95% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-09-12,2027-09-16,midweek,4,364,PRE_WINDOW,599.0,500.0,2896.0,724.0,66.7,49.0,671.25,774.75,828.25,657.65,10.1,533.0,-66.0,↓ Reduce $599 → $533,2,370.32,536.25,453.28,+26% vs Track Record
