priority_tier,status,check_in,check_out,segment_type,nights,lead_time_days,lead_time_status,our_base_nightly,our_cleaning_fee,our_total_price,our_effective_nightly,our_percentile_rank,target_percentile,comp_p50_eff,comp_p75_eff,comp_p80_eff,comp_target_eff,price_diff_percent,recommended_base_nightly,base_diff,action_summary,hist_sample_count,hist_min_rate,hist_max_rate,hist_median_rate,hist_flag
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-05-13,2027-05-16,weekend,3,241,PRE_WINDOW,998.0,500,3494.0,1164.67,70.4,58.9,1042.83,1698.91,1874.47,1208.06,17.6,824.0,-174.0,↓ Reduce $998 → $824,18,494.55,1722.95,843.99,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-05-16,2027-05-20,midweek,4,244,PRE_WINDOW,595.0,500,2880.0,720.0,52.9,57.6,837.12,1180.44,1340.1,944.15,-7.3,651.0,56.0,,10,329.7,572.41,562.53,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-05-20,2027-05-23,weekend,3,248,PRE_WINDOW,998.0,500,3494.0,1164.67,66.7,58.9,1047.0,1871.33,1927.47,1205.37,17.8,822.0,-176.0,↓ Reduce $998 → $822,15,466.81,1450.87,803.05,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-05-23,2027-05-27,midweek,4,251,PRE_WINDOW,595.0,500,2880.0,720.0,52.7,57.6,857.62,1223.31,1282.3,935.37,-6.4,644.0,49.0,,9,329.7,567.13,519.45,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-05-27,2027-05-30,weekend,3,255,PRE_WINDOW,998.0,500,3494.0,1164.67,64.7,58.9,1160.33,1709.0,1794.33,1251.73,13.5,860.0,-138.0,↓ Reduce $998 → $860,15,466.81,1450.87,749.54,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-05-30,2027-06-03,midweek,4,258,PRE_WINDOW,798.5,500,3694.0,923.5,61.3,57.6,783.75,1086.75,1197.15,859.75,7.4,735.0,-64.0,,6,329.7,567.13,479.05,+59% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-06-03,2027-06-06,weekend,3,262,PRE_WINDOW,599.0,500,2297.0,765.67,42.6,58.9,828.0,1328.67,1449.0,943.62,-18.9,777.0,178.0,↑ Increase $599 → $777,11,428.89,1311.45,657.98,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-06-06,2027-06-10,midweek,4,265,PRE_WINDOW,599.0,500,2896.0,724.0,54.7,57.6,707.62,1133.5,1176.4,750.67,-3.6,626.0,27.0,,7,308.31,567.13,352.56,+79% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-06-10,2027-06-13,weekend,3,269,PRE_WINDOW,599.0,500,2297.0,765.67,33.3,58.9,849.5,1409.5,1511.67,986.55,-22.4,820.0,221.0,↑ Increase $599 → $820,13,428.89,1241.9,588.62,+34% vs Track Record
INFORMATIONAL,ON TARGET,2027-06-13,2027-06-17,midweek,4,272,PRE_WINDOW,599.0,500,2896.0,724.0,53.8,57.6,681.62,919.44,974.4,748.88,-3.3,624.0,25.0,,9,308.31,564.18,392.41,+62% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-06-17,2027-06-20,weekend,3,276,PRE_WINDOW,599.0,500,2297.0,765.67,32.6,58.9,967.67,1595.0,1798.2,1002.8,-23.6,836.0,237.0,↑ Increase $599 → $836,11,428.89,1241.9,588.62,+49% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-06-20,2027-06-24,midweek,4,279,PRE_WINDOW,599.0,500,2896.0,724.0,45.5,57.6,763.75,1062.5,1102.0,815.26,-11.2,690.0,91.0,↑ Increase $599 → $690,9,308.31,526.0,392.41,+77% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-06-24,2027-06-27,weekend,3,283,PRE_WINDOW,599.0,500,2297.0,765.67,26.3,58.9,895.84,1413.5,1526.67,959.27,-20.2,793.0,194.0,↑ Increase $599 → $793,14,360.01,1241.9,591.94,+41% vs Track Record
INFORMATIONAL,ON TARGET,2027-06-27,2027-07-01,midweek,4,286,PRE_WINDOW,599.0,500,2896.0,724.0,54.4,57.6,675.5,975.5,1052.25,750.64,-3.5,626.0,27.0,,10,300.2,583.2,399.21,+57% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-07-01,2027-07-04,weekend,3,290,PRE_WINDOW,599.0,500,2297.0,765.67,27.9,58.9,904.0,1343.5,1444.13,968.56,-20.9,802.0,203.0,↑ Increase $599 → $802,16,350.42,1241.9,595.26,+32% vs Track Record
INFORMATIONAL,ON TARGET,2027-07-04,2027-07-08,midweek,4,293,PRE_WINDOW,599.0,500,2896.0,724.0,50.9,57.6,706.75,975.5,1047.25,780.42,-7.2,655.0,56.0,,11,300.2,583.2,406.01,+69% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-07-08,2027-07-11,weekend,3,297,PRE_WINDOW,599.0,500,2297.0,765.67,28.6,58.9,844.5,1325.42,1491.87,898.31,-14.8,732.0,133.0,↑ Increase $599 → $732,17,350.42,1241.9,599.0,+28% vs Track Record
INFORMATIONAL,ON TARGET,2027-07-11,2027-07-15,midweek,4,300,PRE_WINDOW,599.0,500,2896.0,724.0,55.9,57.6,709.0,1030.0,1054.35,765.36,-5.4,640.0,41.0,,6,300.2,583.2,423.25,+53% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-07-15,2027-07-18,weekend,3,304,PRE_WINDOW,599.0,500,2297.0,765.67,35.0,58.9,821.0,1055.0,1201.4,871.25,-12.1,705.0,106.0,↑ Increase $599 → $705,16,350.42,874.8,595.9,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-07-18,2027-07-22,midweek,4,307,PRE_WINDOW,599.0,500,2896.0,724.0,54.2,57.6,687.0,1033.25,1112.75,754.57,-4.1,630.0,31.0,,6,300.2,583.2,423.25,+54% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-07-22,2027-07-25,weekend,3,311,PRE_WINDOW,599.0,500,2297.0,765.67,28.9,58.9,857.33,1494.33,1577.87,1001.47,-23.5,835.0,236.0,↑ Increase $599 → $835,13,350.42,874.8,595.26,+31% vs Track Record
INFORMATIONAL,ON TARGET,2027-07-25,2027-07-29,midweek,4,314,PRE_WINDOW,599.0,500,2896.0,724.0,52.6,57.6,721.0,990.75,1091.5,800.38,-9.5,675.0,76.0,,4,400.17,500.53,429.16,+59% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-07-29,2027-08-01,weekend,3,318,PRE_WINDOW,599.0,500,2297.0,765.67,31.7,58.9,854.67,1620.33,1704.67,900.16,-14.9,733.0,134.0,↑ Increase $599 → $733,15,350.42,750.79,595.26,+31% vs Track Record
INFORMATIONAL,ON TARGET,2027-08-01,2027-08-05,midweek,4,321,PRE_WINDOW,599.0,500,2896.0,724.0,56.1,57.6,653.75,900.0,1032.4,760.58,-4.8,636.0,37.0,,5,343.84,440.49,417.83,+46% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-08-05,2027-08-08,weekend,3,325,PRE_WINDOW,599.0,500,2297.0,765.67,35.0,58.9,833.16,1177.0,1364.4,850.83,-10.0,684.0,85.0,↑ Increase $599 → $684,13,417.83,729.0,598.66,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-08-08,2027-08-12,midweek,4,328,PRE_WINDOW,599.0,500,2896.0,724.0,64.2,57.6,615.5,856.25,909.65,672.03,7.7,547.0,-52.0,,6,343.84,569.46,421.85,+34% vs Track Record
INFORMATIONAL,ON TARGET,2027-08-12,2027-08-15,weekend,3,332,PRE_WINDOW,599.0,500,2297.0,765.67,32.4,58.9,812.0,1009.0,1129.2,843.41,-9.2,677.0,78.0,,13,417.83,854.18,598.66,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-08-15,2027-08-19,midweek,4,335,PRE_WINDOW,599.0,500,2896.0,724.0,66.0,57.6,634.5,783.88,815.75,698.21,3.7,573.0,-26.0,,8,323.98,569.46,421.85,+36% vs Track Record
INFORMATIONAL,ON TARGET,2027-08-19,2027-08-22,weekend,3,339,PRE_WINDOW,599.0,500,2297.0,765.67,36.1,58.9,815.84,983.5,1042.67,842.97,-9.2,676.0,77.0,,14,417.83,854.18,563.12,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-08-22,2027-08-26,midweek,4,342,PRE_WINDOW,599.0,500,2896.0,724.0,64.3,57.6,652.62,793.69,893.75,705.34,2.6,580.0,-19.0,,7,323.98,569.46,425.87,+34% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-08-26,2027-08-29,weekend,3,346,PRE_WINDOW,599.0,500,2297.0,765.67,37.0,58.9,838.84,1445.92,1629.67,901.56,-15.1,735.0,136.0,↑ Increase $599 → $735,15,432.25,854.18,596.35,+27% vs Track Record
INFORMATIONAL,ON TARGET,2027-08-29,2027-09-02,midweek,4,349,PRE_WINDOW,599.0,500,2896.0,724.0,58.2,57.6,655.25,897.75,977.35,703.0,3.0,578.0,-21.0,,7,323.98,569.46,426.91,+38% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-09-02,2027-09-05,weekend,3,353,PRE_WINDOW,599.0,500,2297.0,765.67,21.4,58.9,933.5,1409.5,1643.86,1001.91,-23.6,835.0,236.0,↑ Increase $599 → $835,16,432.25,854.18,612.92,+54% vs Track Record
INFORMATIONAL,ON TARGET,2027-09-05,2027-09-09,midweek,4,356,PRE_WINDOW,599.0,500,2896.0,724.0,50.9,57.6,709.25,950.5,1072.65,779.75,-7.1,655.0,56.0,,6,323.98,569.46,400.58,+69% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-09-09,2027-09-12,weekend,3,360,PRE_WINDOW,599.0,500,2297.0,765.67,33.3,58.9,845.0,1191.84,1370.13,943.13,-18.8,776.0,177.0,↑ Increase $599 → $776,15,485.98,804.38,629.5,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-09-12,2027-09-16,midweek,4,363,PRE_WINDOW,599.0,500,2896.0,724.0,71.4,57.6,668.5,725.5,828.25,669.75,8.1,545.0,-54.0,,5,323.98,554.31,426.91,+36% vs Track Record
