priority_tier,status,check_in,check_out,segment_type,nights,lead_time_days,lead_time_status,our_base_nightly,our_cleaning_fee,our_total_price,our_effective_nightly,our_percentile_rank,target_percentile,comp_p50_eff,comp_p75_eff,comp_p80_eff,comp_target_eff,price_diff_percent,recommended_base_nightly,base_diff,action_summary,hist_sample_count,hist_min_rate,hist_max_rate,hist_median_rate,hist_flag
URGENT_ACTION,UNDERPRICED,2027-03-14,2027-03-17,midweek,3,169,PRE_WINDOW,1001.0,500.0,3503.0,1167.67,18.0,46.6,1728.0,2592.67,2893.0,1711.29,-31.8,1545.0,544.0,↑ Increase $1001 → $1545,12,574.06,1251.67,960.38,+58% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-03-21,2027-03-25,midweek,4,176,PRE_WINDOW,1099.0,500.0,4896.0,1224.0,29.5,46.6,1573.75,2173.25,2461.5,1514.24,-19.2,1389.0,290.0,↑ Increase $1099 → $1389,17,515.65,1251.67,969.69,+36% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-03-25,2027-03-28,weekend,3,180,PRE_WINDOW,1564.0,500.0,5192.0,1730.67,44.4,60.0,1868.33,2684.33,2915.67,2182.13,-20.7,2015.0,451.0,↑ Increase $1564 → $2015,24,773.47,1877.5,1262.77,+48% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-03-28,2027-04-01,midweek,4,183,PRE_WINDOW,1025.5,500.0,4602.0,1150.5,40.0,49.3,1405.5,2208.25,2350.7,1404.49,-18.1,1279.0,254.0,↑ Increase $1026 → $1279,14,515.65,1251.67,960.38,+33% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-04-01,2027-04-04,weekend,3,187,PRE_WINDOW,1554.0,500.0,5162.0,1720.67,52.2,70.0,1691.66,2831.25,2903.67,2535.5,-32.1,2369.0,815.0,↑ Increase $1554 → $2369,18,691.39,1877.5,1228.68,+75% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-04-04,2027-04-08,midweek,4,190,PRE_WINDOW,749.0,500.0,3496.0,874.0,26.8,49.3,1081.5,1891.88,2101.75,1070.23,-18.3,945.0,196.0,↑ Increase $749 → $945,12,515.65,1251.67,960.38,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-04-08,2027-04-11,weekend,3,194,PRE_WINDOW,1554.0,500.0,5162.0,1720.67,54.7,70.0,1633.33,2574.0,2755.27,2451.8,-29.8,2285.0,731.0,↑ Increase $1554 → $2285,16,577.55,1877.5,1137.44,+82% vs Track Record
INFORMATIONAL,ON TARGET,2027-04-11,2027-04-15,midweek,4,197,PRE_WINDOW,749.0,500.0,3496.0,874.0,40.8,49.3,970.25,1573.0,1694.5,967.46,-9.7,842.0,93.0,,10,515.65,1251.67,846.71,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-04-15,2027-04-18,weekend,3,201,PRE_WINDOW,1554.0,500.0,5162.0,1720.67,63.6,70.0,1347.67,2122.67,2343.4,1976.34,-12.9,1810.0,256.0,↑ Increase $1554 → $1810,14,577.55,1722.95,1048.85,+73% vs Track Record
INFORMATIONAL,ON TARGET,2027-04-18,2027-04-22,midweek,4,204,PRE_WINDOW,749.0,500.0,3496.0,874.0,45.2,49.3,903.0,1322.0,1519.95,902.75,-3.2,749.0,0.0,,9,517.64,1148.63,758.04,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-04-22,2027-04-25,weekend,3,208,PRE_WINDOW,1554.0,500.0,5162.0,1720.67,60.4,70.0,1377.67,2114.67,2375.07,2008.8,-14.3,1842.0,288.0,↑ Increase $1554 → $1842,14,577.55,1722.95,880.99,+116% vs Track Record
INFORMATIONAL,ON TARGET,2027-04-25,2027-04-29,midweek,4,211,PRE_WINDOW,749.0,500.0,3496.0,874.0,53.4,49.3,845.25,1255.0,1319.05,840.97,3.9,749.0,0.0,,8,517.64,1148.63,569.01,+32% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-04-29,2027-05-02,weekend,3,215,PRE_WINDOW,1464.67,500.0,4894.0,1631.33,58.6,70.0,1300.5,2115.25,2310.93,1925.13,-15.3,1758.0,293.0,↑ Increase $1465 → $1758,16,552.21,1722.95,847.53,+101% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-05-02,2027-05-06,midweek,4,218,PRE_WINDOW,595.0,500.0,2880.0,720.0,34.2,49.3,848.5,1317.62,1370.5,847.68,-15.1,723.0,128.0,↑ Increase $595 → $723,10,368.14,1148.63,565.02,+32% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-05-06,2027-05-09,weekend,3,222,PRE_WINDOW,1286.0,500.0,4358.0,1452.67,62.1,70.0,1220.17,1869.66,1950.8,1667.16,-12.9,1500.0,214.0,↑ Increase $1286 → $1500,17,552.21,1722.95,848.41,+66% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-05-09,2027-05-13,midweek,4,225,PRE_WINDOW,595.0,500.0,2880.0,720.0,23.8,49.3,920.88,1288.56,1372.15,916.36,-21.4,791.0,196.0,↑ Increase $595 → $791,8,368.14,1148.63,565.02,+44% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-05-13,2027-05-16,weekend,3,229,PRE_WINDOW,1286.0,500.0,4358.0,1452.67,66.1,70.0,1187.0,1909.16,1991.4,1657.93,-12.4,1491.0,205.0,↑ Increase $1286 → $1491,18,494.55,1722.95,843.99,+68% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-05-16,2027-05-20,midweek,4,232,PRE_WINDOW,595.0,500.0,2880.0,720.0,37.0,49.3,848.0,1232.75,1355.5,841.14,-14.4,716.0,121.0,↑ Increase $595 → $716,10,329.7,572.41,562.53,+35% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-05-20,2027-05-23,weekend,3,236,PRE_WINDOW,1286.0,500.0,4358.0,1452.67,64.5,70.0,1176.34,1927.84,1972.93,1757.97,-17.4,1591.0,305.0,↑ Increase $1286 → $1591,15,466.81,1450.87,803.05,+82% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-05-23,2027-05-27,midweek,4,239,PRE_WINDOW,595.0,500.0,2880.0,720.0,25.3,49.3,887.75,1284.88,1380.6,876.22,-17.8,751.0,156.0,↑ Increase $595 → $751,9,329.7,567.13,519.45,+45% vs Track Record
INFORMATIONAL,ON TARGET,2027-05-27,2027-05-30,weekend,3,243,PRE_WINDOW,1286.0,500.0,4358.0,1452.67,62.1,70.0,1227.17,1757.09,1878.13,1587.16,-8.5,1420.0,134.0,,15,466.81,1450.87,749.54,+72% vs Track Record
URGENT_ACTION,OVERPRICED,2027-05-30,2027-06-03,midweek,4,246,PRE_WINDOW,901.5,500.0,4106.0,1026.5,66.7,49.3,812.0,1169.5,1288.8,799.27,28.4,699.0,-202.0,↓ Reduce $902 → $699,6,329.7,567.13,479.05,+46% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-06-03,2027-06-06,weekend,3,250,PRE_WINDOW,1009.0,500.0,3527.0,1175.67,65.5,70.0,845.67,1420.17,1535.07,1319.0,-10.9,1152.0,143.0,↑ Increase $1009 → $1152,11,428.89,1311.45,657.98,+65% vs Track Record
INFORMATIONAL,ON TARGET,2027-06-06,2027-06-10,midweek,4,253,PRE_WINDOW,517.0,500.0,2568.0,642.0,46.6,49.3,658.5,1101.0,1159.15,658.12,-2.4,517.0,0.0,,7,308.31,567.13,352.56,+64% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-06-10,2027-06-13,weekend,3,257,PRE_WINDOW,1009.0,500.0,3527.0,1175.67,58.5,70.0,1003.0,1519.67,1665.47,1387.27,-15.3,1221.0,212.0,↑ Increase $1009 → $1221,13,428.89,1241.9,588.62,+94% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-06-13,2027-06-17,midweek,4,260,PRE_WINDOW,517.0,500.0,2568.0,642.0,40.3,49.3,735.75,1070.75,1149.2,731.36,-12.2,606.0,89.0,↑ Increase $517 → $606,9,308.31,564.18,392.41,+62% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-06-17,2027-06-20,weekend,3,264,PRE_WINDOW,1009.0,500.0,3527.0,1175.67,58.3,70.0,971.16,1659.0,1856.47,1547.83,-24.0,1381.0,372.0,↑ Increase $1009 → $1381,11,428.89,1241.9,588.62,+113% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-06-20,2027-06-24,midweek,4,267,PRE_WINDOW,517.0,500.0,2568.0,642.0,36.4,49.3,785.38,1109.38,1218.25,784.81,-18.2,660.0,143.0,↑ Increase $517 → $660,9,308.31,526.0,392.41,+61% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-06-24,2027-06-27,weekend,3,271,PRE_WINDOW,1009.0,500.0,3527.0,1175.67,58.1,70.0,985.0,1686.33,1781.87,1483.6,-20.8,1317.0,308.0,↑ Increase $1009 → $1317,14,360.01,1241.9,591.94,+119% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-06-27,2027-07-01,midweek,4,274,PRE_WINDOW,517.0,500.0,2568.0,642.0,38.1,49.3,732.25,1124.25,1201.8,727.05,-11.7,602.0,85.0,↑ Increase $517 → $602,10,300.2,583.2,399.21,+55% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-07-01,2027-07-04,weekend,3,278,PRE_WINDOW,851.0,500.0,3053.0,1017.67,56.0,70.0,965.33,1419.75,1516.27,1388.03,-26.7,1221.0,370.0,↑ Increase $851 → $1221,16,350.42,1241.9,595.26,+78% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-07-04,2027-07-08,midweek,4,281,PRE_WINDOW,504.0,500.0,2516.0,629.0,30.9,49.3,760.75,1144.75,1220.1,760.52,-17.3,636.0,132.0,↑ Increase $504 → $636,11,300.2,583.2,406.01,+60% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-07-08,2027-07-11,weekend,3,285,PRE_WINDOW,851.0,500.0,3053.0,1017.67,59.3,70.0,884.34,1490.83,1614.13,1370.23,-25.7,1204.0,353.0,↑ Increase $851 → $1204,17,350.42,1241.9,599.0,+77% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-07-11,2027-07-15,midweek,4,288,PRE_WINDOW,504.0,500.0,2516.0,629.0,38.2,49.3,717.5,1115.19,1144.75,714.22,-11.9,589.0,85.0,↑ Increase $504 → $589,6,300.2,583.2,423.25,+40% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-07-15,2027-07-18,weekend,3,292,PRE_WINDOW,851.0,500.0,3053.0,1017.67,62.0,70.0,874.84,1463.0,1620.07,1300.4,-21.7,1134.0,283.0,↑ Increase $851 → $1134,16,350.42,874.8,595.9,+75% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-07-18,2027-07-22,midweek,4,295,PRE_WINDOW,504.0,500.0,2516.0,629.0,39.4,49.3,755.12,1114.56,1149.25,750.92,-16.2,626.0,122.0,↑ Increase $504 → $626,6,300.2,583.2,423.25,+45% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-07-22,2027-07-25,weekend,3,299,PRE_WINDOW,851.0,500.0,3053.0,1017.67,58.8,70.0,870.0,1520.0,1684.67,1338.0,-23.9,1171.0,320.0,↑ Increase $851 → $1171,13,350.42,874.8,595.26,+82% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-07-25,2027-07-29,midweek,4,302,PRE_WINDOW,504.0,500.0,2516.0,629.0,39.4,49.3,723.25,1054.69,1116.0,721.2,-12.8,596.0,92.0,↑ Increase $504 → $596,4,400.17,500.53,429.16,+43% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-07-29,2027-08-01,weekend,3,306,PRE_WINDOW,851.0,500.0,3053.0,1017.67,57.7,70.0,864.66,1598.75,1709.4,1438.07,-29.2,1271.0,420.0,↑ Increase $851 → $1271,15,350.42,750.79,595.26,+93% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-08-01,2027-08-05,midweek,4,309,PRE_WINDOW,457.0,500.0,2328.0,582.0,36.4,49.3,759.12,1110.56,1149.0,758.56,-23.3,634.0,177.0,↑ Increase $457 → $634,5,343.84,440.49,417.83,+46% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-08-05,2027-08-08,weekend,3,313,PRE_WINDOW,869.0,500.0,3107.0,1035.67,58.0,70.0,865.5,1446.0,1681.06,1356.3,-23.6,1190.0,321.0,↑ Increase $869 → $1190,13,417.83,729.0,598.66,+83% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-08-08,2027-08-12,midweek,4,316,PRE_WINDOW,457.0,500.0,2328.0,582.0,32.8,49.3,710.25,1090.88,1154.7,707.36,-17.7,582.0,125.0,↑ Increase $457 → $582,6,343.84,569.46,421.85,+35% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-08-12,2027-08-15,weekend,3,320,PRE_WINDOW,869.0,500.0,3107.0,1035.67,62.7,70.0,845.0,1363.84,1466.33,1265.67,-18.2,1099.0,230.0,↑ Increase $869 → $1099,13,417.83,854.18,598.66,+75% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-08-15,2027-08-19,midweek,4,323,PRE_WINDOW,457.0,500.0,2328.0,582.0,35.8,49.3,703.25,1005.5,1055.95,698.86,-16.7,574.0,117.0,↑ Increase $457 → $574,8,323.98,569.46,421.85,+33% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-08-19,2027-08-22,weekend,3,327,PRE_WINDOW,869.0,500.0,3107.0,1035.67,61.2,70.0,847.67,1350.67,1611.53,1279.07,-19.0,1112.0,243.0,↑ Increase $869 → $1112,14,417.83,854.18,563.12,+88% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-08-22,2027-08-26,midweek,4,330,PRE_WINDOW,457.0,500.0,2328.0,582.0,34.3,49.3,683.0,1009.5,1125.15,682.19,-14.7,557.0,100.0,↑ Increase $457 → $557,7,323.98,569.46,425.87,+29% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-08-26,2027-08-29,weekend,3,334,PRE_WINDOW,869.0,500.0,3107.0,1035.67,57.4,70.0,851.67,1570.0,1660.87,1318.53,-21.5,1152.0,283.0,↑ Increase $869 → $1152,15,432.25,854.18,596.35,+89% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-08-29,2027-09-02,midweek,4,337,PRE_WINDOW,492.5,500.0,2470.0,617.5,40.3,49.3,702.12,1043.31,1106.7,701.38,-12.0,576.0,84.0,↑ Increase $492 → $576,7,323.98,569.46,426.91,+36% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-09-02,2027-09-05,weekend,3,341,PRE_WINDOW,599.0,500.0,2297.0,765.67,22.2,70.0,944.0,1547.67,1874.86,1409.8,-45.7,1243.0,644.0,↑ Increase $599 → $1243,16,432.25,854.18,612.92,+90% vs Track Record
INFORMATIONAL,ON TARGET,2027-09-05,2027-09-09,midweek,4,344,PRE_WINDOW,599.0,500.0,2896.0,724.0,44.3,49.3,789.62,1183.12,1273.5,776.7,-6.8,652.0,53.0,,6,323.98,569.46,400.58,+64% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-09-09,2027-09-12,weekend,3,348,PRE_WINDOW,599.0,500.0,2297.0,765.67,26.5,70.0,936.33,1627.33,1815.8,1427.47,-46.4,1261.0,662.0,↑ Increase $599 → $1261,15,485.98,804.38,629.5,+94% vs Track Record
INFORMATIONAL,ON TARGET,2027-09-12,2027-09-16,midweek,4,351,PRE_WINDOW,599.0,500.0,2896.0,724.0,53.2,49.3,709.5,1074.81,1122.35,704.38,2.8,599.0,0.0,,5,323.98,554.31,426.91,+40% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-09-16,2027-09-19,weekend,3,355,PRE_WINDOW,599.0,500.0,2297.0,765.67,26.1,70.0,983.34,1692.59,1807.67,1563.16,-51.0,1396.0,797.0,↑ Increase $599 → $1396,14,512.63,831.47,634.93,+104% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-09-19,2027-09-23,midweek,4,358,PRE_WINDOW,599.0,500.0,2896.0,724.0,58.3,49.3,655.5,907.94,973.8,655.5,10.5,530.0,-69.0,↓ Reduce $599 → $530,8,346.67,554.31,416.42,+44% vs Track Record
INFORMATIONAL,ON TARGET,2027-09-23,2027-09-26,weekend,3,362,PRE_WINDOW,599.0,500.0,2297.0,765.67,62.5,70.0,655.5,907.94,973.8,834.8,-8.3,668.0,69.0,,14,520.01,1485.0,647.69,Aligned With Track Record
