priority_tier,status,check_in,check_out,segment_type,nights,lead_time_days,lead_time_status,our_base_nightly,our_cleaning_fee,our_total_price,our_effective_nightly,our_percentile_rank,target_percentile,comp_p50_eff,comp_p75_eff,comp_p80_eff,comp_target_eff,price_diff_percent,recommended_base_nightly,base_diff,action_summary,hist_sample_count,hist_min_rate,hist_max_rate,hist_median_rate,hist_flag
URGENT_ACTION,OVERPRICED,2026-09-13,2026-09-17,midweek,4,6,LAST_MINUTE,436.5,500,2246.0,561.5,63.6,31.5,568.0,906.62,1066.75,458.98,47.8,255.0,-182.0,↓ Reduce $436 → $255,2,370.32,536.25,453.28,-45% vs Track Record
INFORMATIONAL,ON TARGET,2026-09-21,2026-09-24,midweek,3,14,NORMAL_WINDOW,399.0,500,1697.0,565.67,36.4,31.5,723.0,1167.83,1361.33,617.63,9.7,349.0,-50.0,,4,346.67,536.25,361.68,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2026-09-24,2026-09-27,weekend,3,17,NORMAL_WINDOW,549.0,500,2147.0,715.67,50.0,45.0,730.5,928.0,1012.33,639.77,20.5,427.0,-122.0,↓ Reduce $549 → $427,5,520.01,804.38,549.0,Aligned With Track Record
URGENT_ACTION,OVERPRICED,2026-09-27,2026-09-30,midweek,3,20,NORMAL_WINDOW,449.0,500,1847.0,615.67,84.6,31.5,510.67,582.67,599.47,465.35,48.7,249.0,-200.0,↓ Reduce $449 → $249,4,346.67,536.25,361.68,-26% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2026-10-11,2026-10-14,midweek,3,34,NORMAL_WINDOW,532.33,500,2097.0,699.0,63.6,38.5,760.33,953.83,954.33,656.83,23.3,400.0,-132.0,↓ Reduce $532 → $400,5,332.91,406.01,353.04,Aligned With Track Record
INFORMATIONAL,ON TARGET,2026-10-26,2026-10-29,midweek,3,49,NORMAL_WINDOW,399.0,500,1697.0,565.67,41.7,38.5,835.5,1225.67,1433.94,635.24,2.7,384.0,-15.0,,8,332.91,550.22,407.15,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2026-11-08,2026-11-11,midweek,3,62,NORMAL_WINDOW,465.67,500,1897.0,632.33,0.0,45.5,1114.0,1553.5,1709.6,1074.94,-29.3,728.0,262.0,↑ Increase $466 → $728,7,364.79,625.69,522.98,+32% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2026-11-15,2026-11-19,midweek,4,69,NORMAL_WINDOW,449.0,500,2296.0,574.0,28.6,45.5,829.5,1066.88,1074.0,793.12,-12.6,531.0,82.0,↑ Increase $449 → $531,6,364.79,625.69,465.63,Aligned With Track Record
INFORMATIONAL,ON TARGET,2026-11-29,2026-12-03,midweek,4,83,NORMAL_WINDOW,674.0,500,3196.0,799.0,42.9,45.5,1119.0,1482.62,1548.45,1066.19,-8.7,751.0,77.0,,2,353.04,625.69,489.37,+27% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2026-12-03,2026-12-06,weekend,3,87,NORMAL_WINDOW,599.0,500,2297.0,765.67,60.0,65.0,909.84,1162.75,1187.6,1094.85,-15.5,739.0,140.0,↑ Increase $599 → $739,3,529.55,938.53,631.22,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2026-12-06,2026-12-10,midweek,4,90,NORMAL_WINDOW,449.0,500,2296.0,574.0,22.2,45.5,1074.75,1279.0,1439.8,956.04,-27.5,666.0,217.0,↑ Increase $449 → $666,3,353.04,625.69,605.41,Aligned With Track Record
INFORMATIONAL,ON TARGET,2026-12-20,2026-12-23,midweek,3,104,NORMAL_WINDOW,465.67,500,1897.0,632.33,50.0,45.5,0.0,0.0,0.0,0.0,0.0,465.67,0.0,,5,353.04,1573.98,605.41,Aligned With Track Record
INFORMATIONAL,ON TARGET,2026-12-27,2026-12-31,midweek,4,111,NORMAL_WINDOW,949.0,500,4296.0,1074.0,50.0,45.5,0.0,0.0,0.0,0.0,0.0,949.0,0.0,,6,313.3,1573.98,591.59,+60% vs Track Record
INFORMATIONAL,ON TARGET,2027-01-04,2027-01-07,midweek,3,119,NORMAL_WINDOW,649.0,500,2447.0,815.67,50.0,45.5,0.0,0.0,0.0,0.0,0.0,649.0,0.0,,6,313.3,1573.98,577.77,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-01-07,2027-01-10,weekend,3,122,NORMAL_WINDOW,899.0,500,3197.0,1065.67,50.0,65.0,0.0,0.0,0.0,0.0,0.0,899.0,0.0,,5,769.94,2360.96,866.69,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-01-10,2027-01-14,midweek,4,125,NORMAL_WINDOW,711.5,500,3346.0,836.5,50.0,45.5,0.0,0.0,0.0,0.0,0.0,711.5,0.0,,4,313.3,699.45,545.54,+30% vs Track Record
INFORMATIONAL,ON TARGET,2027-01-19,2027-01-21,midweek,2,134,NORMAL_WINDOW,649.0,500,1798.0,899.0,50.0,45.5,0.0,0.0,0.0,0.0,0.0,649.0,0.0,,3,313.3,577.79,513.3,+26% vs Track Record
INFORMATIONAL,ON TARGET,2027-01-21,2027-01-24,weekend,3,136,PRE_WINDOW,899.0,500,3197.0,1065.67,83.3,65.0,1257.67,1277.17,1282.0,1267.5,2.4,874.0,-25.0,,2,769.94,866.69,818.32,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-01-24,2027-01-28,midweek,4,139,PRE_WINDOW,711.5,500,3346.0,836.5,50.0,45.5,993.75,1514.94,1551.1,909.56,12.1,621.0,-90.0,↓ Reduce $712 → $621,4,513.3,1420.76,611.05,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-01-28,2027-01-31,weekend,3,143,PRE_WINDOW,899.0,500,3197.0,1065.67,30.0,65.0,1668.5,1987.91,2063.73,1951.57,-33.5,1436.0,537.0,↑ Increase $899 → $1436,5,769.94,2131.14,966.46,+30% vs Track Record
INFORMATIONAL,ON TARGET,2027-01-31,2027-02-04,midweek,4,146,PRE_WINDOW,786.5,500,3646.0,911.5,50.0,45.5,0.0,0.0,0.0,0.0,0.0,786.5,0.0,,4,586.79,1420.76,663.91,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-02-04,2027-02-07,weekend,3,150,PRE_WINDOW,1099.0,500,3797.0,1265.67,33.3,65.0,1897.0,2366.33,2383.93,2123.13,-27.2,1572.0,473.0,↑ Increase $1099 → $1572,9,751.28,2131.14,966.46,+35% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-02-07,2027-02-10,midweek,3,153,PRE_WINDOW,865.67,500,3097.0,1032.33,42.9,45.5,1708.0,1759.34,1776.94,1503.43,-16.4,1068.0,202.0,↑ Increase $866 → $1068,7,500.85,1420.76,644.31,+59% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-02-21,2027-02-25,midweek,4,167,PRE_WINDOW,836.5,500,3846.0,961.5,37.5,45.5,1601.25,1919.31,1937.25,1580.93,-25.7,1169.0,332.0,↑ Increase $836 → $1169,7,500.85,1420.76,644.31,+84% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-02-25,2027-02-28,weekend,3,171,PRE_WINDOW,1099.0,500,3797.0,1265.67,50.0,65.0,1597.83,2361.75,2478.07,2015.72,-23.3,1484.0,385.0,↑ Increase $1099 → $1484,11,751.28,1556.97,1025.27,+49% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-02-28,2027-03-04,midweek,4,174,PRE_WINDOW,836.5,500,3846.0,961.5,11.1,45.5,1372.75,1603.5,1659.8,1366.45,-14.0,993.0,156.0,↑ Increase $836 → $993,6,500.85,1037.98,637.83,+61% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-03-04,2027-03-07,weekend,3,178,PRE_WINDOW,1199.0,500,4097.0,1365.67,16.7,65.0,1956.34,2554.08,2587.26,2336.13,-28.5,1745.0,546.0,↑ Increase $1199 → $1745,11,751.28,1556.97,1268.08,+34% vs Track Record
INFORMATIONAL,ON TARGET,2027-03-07,2027-03-11,midweek,4,181,PRE_WINDOW,861.5,500,3946.0,986.5,60.0,49.0,1202.25,1815.88,1959.7,1202.12,0.3,859.0,-2.0,,5,706.52,1037.98,1017.27,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-03-11,2027-03-14,weekend,3,185,PRE_WINDOW,1199.0,500,4097.0,1365.67,25.0,70.0,2318.66,2923.58,3082.13,2783.4,-40.0,2110.0,911.0,↑ Increase $1199 → $2110,12,1000.64,1556.97,1318.04,+39% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-03-14,2027-03-17,midweek,3,188,PRE_WINDOW,899.0,500,3197.0,1065.67,25.0,49.0,1802.5,1975.67,2043.8,1789.6,-27.5,1303.0,404.0,↑ Increase $899 → $1303,5,706.52,1037.98,1017.27,+27% vs Track Record
INFORMATIONAL,ON TARGET,2027-03-21,2027-03-25,midweek,4,195,PRE_WINDOW,1099.0,500,4896.0,1224.0,50.0,49.0,1541.12,1890.5,1934.25,1501.52,-0.1,1101.0,2.0,,8,706.52,1153.32,1023.67,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-03-25,2027-03-28,weekend,3,199,PRE_WINDOW,1099.0,500,3797.0,1265.67,25.0,70.0,1918.16,2406.42,2449.0,2343.1,-34.0,1752.0,653.0,↑ Increase $1099 → $1752,12,1036.96,1729.98,1385.15,Aligned With Track Record
INFORMATIONAL,ON TARGET,2027-03-28,2027-04-01,midweek,4,202,PRE_WINDOW,836.5,500,3846.0,961.5,50.0,49.0,1181.5,1625.12,1649.05,1176.28,-0.1,838.0,2.0,,7,706.52,1153.32,951.06,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-04-01,2027-04-04,weekend,3,206,PRE_WINDOW,1199.0,500,4097.0,1365.67,50.0,70.0,1637.16,2381.5,2568.4,2203.63,-24.2,1636.0,437.0,↑ Increase $1199 → $1636,8,1036.96,1729.98,1329.88,+31% vs Track Record
URGENT_ACTION,OVERPRICED,2027-04-04,2027-04-08,midweek,4,209,PRE_WINDOW,1049.0,500,4696.0,1174.0,80.0,49.0,940.5,1270.25,1383.55,938.38,53.2,641.0,-408.0,↓ Reduce $1049 → $641,6,517.64,1153.32,942.96,-28% vs Track Record
URGENT_ACTION,OVERPRICED,2027-04-08,2027-04-11,weekend,3,213,PRE_WINDOW,1199.0,500,4097.0,1365.67,90.0,70.0,1249.66,1338.09,1347.27,1335.23,25.0,926.0,-273.0,↓ Reduce $1199 → $926,5,776.45,1729.98,1402.3,-32% vs Track Record
URGENT_ACTION,OVERPRICED,2027-04-11,2027-04-15,midweek,4,216,PRE_WINDOW,1049.0,500,4696.0,1174.0,66.7,49.0,1095.25,1714.31,1804.1,1078.25,33.3,756.0,-293.0,↓ Reduce $1049 → $756,6,517.64,1153.32,846.71,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-04-15,2027-04-18,weekend,3,220,PRE_WINDOW,1199.0,500,4097.0,1365.67,44.4,70.0,2079.33,2220.67,2264.4,2215.87,-24.7,1646.0,447.0,↑ Increase $1199 → $1646,5,776.45,1402.3,1006.47,+58% vs Track Record
URGENT_ACTION,OVERPRICED,2027-04-18,2027-04-22,midweek,4,223,PRE_WINDOW,1049.0,500,4696.0,1174.0,78.6,49.0,961.12,1130.19,1304.75,949.26,51.4,650.0,-399.0,↓ Reduce $1049 → $650,4,517.64,934.87,718.85,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-04-22,2027-04-25,weekend,3,227,PRE_WINDOW,1199.0,500,4097.0,1365.67,41.7,70.0,2061.16,2479.34,2575.4,2367.57,-29.5,1770.0,571.0,↑ Increase $1199 → $1770,5,776.45,1148.92,903.36,+89% vs Track Record
URGENT_ACTION,OVERPRICED,2027-04-25,2027-04-29,midweek,4,230,PRE_WINDOW,1049.0,500,4696.0,1174.0,92.3,49.0,1023.0,1139.75,1272.5,1010.4,42.3,700.0,-349.0,↓ Reduce $1049 → $700,3,517.64,679.15,564.43,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-04-29,2027-05-02,weekend,3,234,PRE_WINDOW,1049.0,500,3647.0,1215.67,53.8,70.0,1430.67,2300.67,2416.47,2153.47,-31.1,1598.0,549.0,↑ Increase $1049 → $1598,6,776.45,1148.92,875.0,+50% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-05-02,2027-05-06,midweek,4,237,PRE_WINDOW,681.5,500,3226.0,806.5,66.7,49.0,828.38,1067.94,1076.6,824.28,19.2,552.0,-130.0,↓ Reduce $682 → $552,4,517.64,679.15,541.94,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-05-06,2027-05-09,weekend,3,241,PRE_WINDOW,749.0,500,2747.0,915.67,25.0,70.0,1512.66,1806.41,2033.2,1675.13,-33.6,1212.0,463.0,↑ Increase $749 → $1212,9,779.18,1311.45,903.36,Aligned With Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-05-09,2027-05-13,midweek,4,244,PRE_WINDOW,681.5,500,3226.0,806.5,60.0,49.0,849.5,1103.19,1138.35,843.42,16.5,567.0,-114.0,↓ Reduce $682 → $567,3,519.45,567.13,564.43,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-05-13,2027-05-16,weekend,3,248,PRE_WINDOW,749.0,500,2747.0,915.67,27.3,70.0,1384.0,1844.34,1972.67,1716.0,-35.2,1246.0,497.0,↑ Increase $749 → $1246,9,657.98,1311.45,846.65,+29% vs Track Record
URGENT_ACTION,OVERPRICED,2027-05-16,2027-05-20,midweek,4,251,PRE_WINDOW,681.5,500,3226.0,806.5,85.7,49.0,658.25,711.12,728.6,654.18,50.2,412.0,-270.0,↓ Reduce $682 → $412,4,438.65,567.13,541.94,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-05-20,2027-05-23,weekend,3,255,PRE_WINDOW,749.0,500,2747.0,915.67,30.0,70.0,1425.84,1892.5,1925.27,1889.8,-41.1,1389.0,640.0,↑ Increase $749 → $1389,8,466.81,1311.45,824.85,+42% vs Track Record
URGENT_ACTION,OVERPRICED,2027-05-23,2027-05-27,midweek,4,258,PRE_WINDOW,681.5,500,3226.0,806.5,61.5,49.0,731.75,1076.0,1110.65,730.7,34.5,475.0,-206.0,↓ Reduce $682 → $475,4,438.65,567.13,541.94,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-05-27,2027-05-30,weekend,3,262,PRE_WINDOW,649.0,500,2447.0,815.67,18.2,70.0,1453.0,1805.67,1840.67,1770.67,-44.2,1296.0,647.0,↑ Increase $649 → $1296,7,466.81,1311.45,803.05,+46% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-05-30,2027-06-03,midweek,4,265,PRE_WINDOW,599.0,500,2896.0,724.0,70.6,49.0,596.25,735.5,745.5,595.41,21.6,470.0,-129.0,↓ Reduce $599 → $470,3,438.65,567.13,519.45,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-06-03,2027-06-06,weekend,3,269,PRE_WINDOW,599.0,500,2297.0,765.67,30.0,70.0,986.0,1343.5,1399.47,1265.2,-39.5,1099.0,500.0,↑ Increase $599 → $1099,4,466.81,1311.45,754.34,+43% vs Track Record
INFORMATIONAL,ON TARGET,2027-06-06,2027-06-10,midweek,4,272,PRE_WINDOW,599.0,500,2896.0,724.0,45.5,49.0,797.75,1123.25,1160.25,788.4,-8.2,663.0,64.0,,2,438.65,567.13,502.89,+46% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-06-10,2027-06-13,weekend,3,276,PRE_WINDOW,599.0,500,2297.0,765.67,7.7,70.0,1285.0,1551.33,1551.73,1517.73,-49.6,1351.0,752.0,↑ Increase $599 → $1351,4,466.81,1241.9,683.48,+72% vs Track Record
INFORMATIONAL,ON TARGET,2027-06-13,2027-06-17,midweek,4,279,PRE_WINDOW,599.0,500,2896.0,724.0,50.0,49.0,710.12,900.88,961.1,704.7,2.7,580.0,-19.0,,3,390.39,514.46,509.15,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-06-17,2027-06-20,weekend,3,283,PRE_WINDOW,599.0,500,2297.0,765.67,15.4,70.0,1540.0,1562.0,1624.2,1561.4,-51.0,1395.0,796.0,↑ Increase $599 → $1395,4,564.65,1241.9,683.48,+94% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY LOW,2027-06-20,2027-06-24,midweek,4,286,PRE_WINDOW,599.0,500,2896.0,724.0,40.0,49.0,947.12,1122.5,1192.65,945.57,-23.4,821.0,222.0,↑ Increase $599 → $821,3,390.39,514.46,509.15,+48% vs Track Record
