priority_tier,status,check_in,check_out,segment_type,nights,lead_time_days,lead_time_status,our_base_nightly,our_cleaning_fee,our_total_price,our_effective_nightly,our_percentile_rank,target_percentile,comp_p50_eff,comp_p75_eff,comp_p80_eff,comp_target_eff,price_diff_percent,recommended_base_nightly,base_diff,action_summary,hist_sample_count,hist_min_rate,hist_max_rate,hist_median_rate,hist_flag
URGENT_ACTION,UNDERPRICED,2027-06-24,2027-06-27,weekend,3,290,PRE_WINDOW,599.0,500,2297.0,765.67,40.0,70.0,1158.33,1456.33,1634.2,1396.73,-45.2,1230.0,631.0,↑ Increase $599 → $1230,5,564.65,1241.9,596.55,+88% vs Track Record
URGENT_ACTION,OVERPRICED,2027-06-27,2027-07-01,midweek,4,293,PRE_WINDOW,599.0,500,2896.0,724.0,80.0,49.0,497.5,569.0,627.9,496.72,45.8,372.0,-227.0,↓ Reduce $599 → $372,3,390.39,514.46,509.15,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-07-01,2027-07-04,weekend,3,297,PRE_WINDOW,599.0,500,2297.0,765.67,7.1,70.0,1272.84,1480.5,1500.73,1456.67,-47.4,1290.0,691.0,↑ Increase $599 → $1290,6,564.65,1241.9,673.67,+58% vs Track Record
INFORMATIONAL,ON TARGET,2027-07-04,2027-07-08,midweek,4,300,PRE_WINDOW,599.0,500,2896.0,724.0,54.5,49.0,703.0,972.12,1048.5,700.9,3.3,576.0,-23.0,,4,390.39,514.46,504.84,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-07-08,2027-07-11,weekend,3,304,PRE_WINDOW,599.0,500,2297.0,765.67,13.3,70.0,1186.67,1504.0,1532.93,1470.0,-47.9,1303.0,704.0,↑ Increase $599 → $1303,6,564.65,1241.9,674.89,+64% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-07-11,2027-07-15,midweek,4,307,PRE_WINDOW,599.0,500,2896.0,724.0,70.0,49.0,608.5,780.38,866.85,607.24,19.2,482.0,-117.0,↓ Reduce $599 → $482,1,500.53,500.53,500.53,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-07-15,2027-07-18,weekend,3,311,PRE_WINDOW,599.0,500,2297.0,765.67,15.4,70.0,1170.67,1475.67,1524.47,1408.07,-45.6,1241.0,642.0,↑ Increase $599 → $1241,5,595.26,750.79,599.0,+84% vs Track Record
INFORMATIONAL,ON TARGET,2027-07-18,2027-07-22,midweek,4,314,PRE_WINDOW,599.0,500,2896.0,724.0,42.9,49.0,798.5,1171.31,1270.85,781.8,-7.4,657.0,58.0,,1,500.53,500.53,500.53,+32% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-07-22,2027-07-25,weekend,3,318,PRE_WINDOW,599.0,500,2297.0,765.67,13.3,70.0,1206.33,1512.5,1576.06,1439.14,-46.8,1272.0,673.0,↑ Increase $599 → $1272,4,595.26,750.79,664.0,+73% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-07-25,2027-07-29,midweek,4,321,PRE_WINDOW,599.0,500,2896.0,724.0,54.5,49.0,647.5,990.38,1058.5,644.3,12.4,519.0,-80.0,↓ Reduce $599 → $519,2,417.83,500.53,459.18,+47% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-07-29,2027-08-01,weekend,3,325,PRE_WINDOW,599.0,500,2297.0,765.67,16.7,70.0,924.0,1318.75,1415.73,1256.97,-39.1,1090.0,491.0,↑ Increase $599 → $1090,6,417.83,750.79,625.3,+49% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-08-01,2027-08-05,midweek,4,328,PRE_WINDOW,599.0,500,2896.0,724.0,54.5,49.0,647.5,972.0,1044.5,644.3,12.4,519.0,-80.0,↓ Reduce $599 → $519,2,417.83,425.87,421.85,+65% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-08-05,2027-08-08,weekend,3,332,PRE_WINDOW,599.0,500,2297.0,765.67,15.4,70.0,1152.33,1354.0,1397.0,1334.4,-42.6,1168.0,569.0,↑ Increase $599 → $1168,5,417.83,729.0,638.8,+65% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-08-08,2027-08-12,midweek,4,335,PRE_WINDOW,599.0,500,2896.0,724.0,54.5,49.0,647.5,973.12,1060.0,644.3,12.4,519.0,-80.0,↓ Reduce $599 → $519,3,417.83,569.46,425.87,+46% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-08-12,2027-08-15,weekend,3,339,PRE_WINDOW,599.0,500,2297.0,765.67,15.4,70.0,1140.0,1362.0,1409.8,1360.2,-43.7,1194.0,595.0,↑ Increase $599 → $1194,5,417.83,854.18,651.6,+61% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-08-15,2027-08-19,midweek,4,342,PRE_WINDOW,599.0,500,2896.0,724.0,66.7,49.0,633.0,796.81,809.05,629.15,15.1,504.0,-95.0,↓ Reduce $599 → $504,3,417.83,569.46,425.87,+32% vs Track Record
URGENT_ACTION,UNDERPRICED,2027-08-19,2027-08-22,weekend,3,346,PRE_WINDOW,599.0,500,2297.0,765.67,15.4,70.0,1042.33,1340.0,1356.0,1252.4,-38.9,1086.0,487.0,↑ Increase $599 → $1086,5,417.83,854.18,638.8,+46% vs Track Record
MODERATE_ADJUSTMENT,SLIGHTLY HIGH,2027-08-22,2027-08-26,midweek,4,349,PRE_WINDOW,599.0,500,2896.0,724.0,75.0,49.0,636.0,738.31,778.05,631.49,14.6,506.0,-93.0,↓ Reduce $599 → $506,2,425.87,569.46,497.67,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-08-26,2027-08-29,weekend,3,353,PRE_WINDOW,599.0,500,2297.0,765.67,15.4,70.0,1189.0,1307.33,1425.93,1260.53,-39.3,1094.0,495.0,↑ Increase $599 → $1094,6,549.0,854.18,617.58,+64% vs Track Record
INFORMATIONAL,ON TARGET,2027-08-29,2027-09-02,midweek,4,356,PRE_WINDOW,599.0,500,2896.0,724.0,58.3,49.0,665.0,930.38,1117.65,661.15,9.5,536.0,-63.0,,2,425.87,569.46,497.67,Aligned With Track Record
URGENT_ACTION,UNDERPRICED,2027-09-02,2027-09-05,weekend,3,360,PRE_WINDOW,599.0,500,2297.0,765.67,9.1,70.0,927.67,1408.84,1428.0,1389.67,-44.9,1223.0,624.0,↑ Increase $599 → $1223,4,549.0,854.18,580.6,+97% vs Track Record
INFORMATIONAL,ON TARGET,2027-09-05,2027-09-09,midweek,4,363,PRE_WINDOW,599.0,500,2896.0,724.0,37.5,49.0,802.25,860.62,871.3,797.74,-9.2,673.0,74.0,,2,370.32,569.46,469.89,+43% vs Track Record
